Title,Location,No of Bedrooms,No of Bathrooms,Description,Price
4 Bed Townhouse with Staff Quarters at Eden Ville,"Eden Ville, Kiambu Road",0,0,4 Bedroom House for rent in Eden Ville estate.,180000.0
3 Bed Villa with Swimming Pool at Fourways Estate,"Fourways Estate, Kiambu Road",0,0,3 Bedroom Villa available for rent.,130000.0
4 Bed Townhouse with Staff Quarters at Thome Estate,"Thome Estate, Kiambu Road",0,0,4 Bedroom House for rent in Thome,160000.0
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,0,0,4 Bedroom House for rent in Runda,250000.0
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,0,0,4 Bedroom townhouse for rent in Runda Paradise,250000.0
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,0,0,4 Bedroom house available for rent along Kiambu...,240000.0
4 Bed Villa with En Suite at Karen,Karen,0,0,Lovely Four Bedroom villa  To let in Karen  Ren...,350000.0
5 Bed Townhouse with Staff Quarters in Lavington,Lavington,0,0,🏡 Luxurious 5-Bedroom Townhouse for Rent in La...,400000.0
4 Bed Villa in Karen,Karen,0,0,Luxurious 4-Bedroom Villa with Guest Wing for R...,350000.0
4 Bed House with En Suite at Karen,Karen,0,0,Elegant Four bedroom House,450000.0
5 Bed House with En Suite at Karen,"Karen, Karen",0,0,An exclusive five bedroom house,300000.0
2 Bed House with En Suite at Silanga,"Silanga, Karen",0,0,Impressive secure 2 bedroom houses in Karen Sil...,35000.0
2 Bed House with En Suite in Gigiri,"Gigiri, Westlands",0,0,An elegantly furnished 2-bedroom guest wing in...,130000.0
4 Bed House with En Suite at Loresho,"Loresho, Westlands",0,0,Impressive 4 bedrooms bungalow plus dsq set on...,150000.0
3 Bed House with En Suite at Karen,"Karen, Karen",0,0,📌 Karen  3 bedroom plus Dsq To let in Karen,170000.0
5 Bed Townhouse with En Suite in Lavington,"Lavington Nairobi, Lavington",0,0,A 5bdrm townhouse to let in lavington.,250000.0
5 Bed Townhouse with En Suite in Lavington,"Lavington Nairobi, Lavington",0,0,A 5bdrm full furnished townhouse to let in lavi...,400000.0
4 Bed Townhouse with Swimming Pool at And Few Minutes Drive To Sarit Centre And ...,"Off Peponi Road , And Few Minutes Drive To Sarit Centre And Gigiri, General Mathenge, Westlands",0,0,Modern 4 bedrooms townhouse for rent in general...,280000.0
2 Bed House with En Suite in Nyari,"Nyari, Westlands",0,0,Two bedroom guest wing in Nyari,100000.0
5 Bed Townhouse with En Suite at Lavington,"49 Lavington, Lavington",0,0,Lavington 5 bedroom townhouse to let,350000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,New 5 bedroom townhouse plus Dsq in Lavington,400000.0
5 Bed Townhouse with Swimming Pool at Close To Germany School And Germany School,"Few Minutes Drive To Gigiri , Close To Germany School And Germany School, Runda, Westlands",0,0,Splendid 5 bedrooms townhouse for rent in Runda,450000.0
1 Bed Villa with En Suite in Runda,"Runda, Westlands",0,0,One bedroom  fully furnished villa for rent in...,120000.0
5 Bed House with En Suite in Nyari,"Nyari Nairobi, Nyari, Westlands",0,0,A 5bdrm family house to let in nyari.,400000.0
4 Bed Townhouse with En Suite in Karen,Karen,0,0,4 bedroom house with 2 dsq to let - karen kcb,450000.0
2 Bed House in Karen,Karen,0,0,Karen 2bdr,95000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,🌟 Exclusive 2-Bedroom Guest Wing for Rent in R...,200000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,🌟 Nascent Properties Presents: Spacious 4-Bedr...,250000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,🌟 Nascent Properties Presents: Exquisite 4-Bed...,325000.0
3 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",0,0,A Cosy Home For A Small Family,300000.0
5 Bed House with En Suite in Nyari,"Nyari, Westlands",0,0,Nyari 5 Bedroom Bungalow,280000.0
3 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,Luxurious 3-Bedroom House with Gym & Heated Poo...,330000.0
5 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Luxury Five-Bedroom House for Rent in Lower Kab...,1099500.0
4 Bed Villa with En Suite in Runda,"Runda, Westlands",0,0,Four- bedroom villa available for Rent!,350000.0
5 Bed Villa with En Suite at Lavington,"Lavington, Lavington",0,0,Luxurious Lavington 5 Bedrooms Villa with Lush...,380000.0
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",0,0,Spacious 4-Bedroom All En-Suite + DSQ Townhouse...,300000.0
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Unique Listings,390000.0
2 Bed House with En Suite at Rosslyn,"Rosslyn, Westlands",0,0,Rustic Furnished Two bedroom House,300000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Gorgeous 4 bedrooms townhouse plus family rm an...,175000.0
1 Bed House with En Suite in Karen,Karen,0,0,Elegant Fully Serviced & Furnished 1- Bedroom c...,120000.0
4 Bed House with En Suite in Loresho,"Loresho, Westlands",0,0,"Breathtaking 4-bedroom Stand-Alone cottage, nes...",640000.0
5 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Exquisite lifestyle in this stunning 5-bedroom...,780000.0
5 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Luxury defined five-bedroom house for rent in t...,1000000.0
6 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",0,0,6 bedroom townhouse to rent in loresho,550000.0
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,5 bedroom townhouse to rent in kitisuru,550000.0
4 Bed House with Staff Quarters in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 4bdrm bungalow to let in runda.,300000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Rustic 4 Bedroom Bungalow To Let in Runda,300000.0
6 Bed House with En Suite in Runda,"Runda, Westlands",0,0,🌟 UNPARALLELED LUXURY – 6-BEDROOM EXECUTIVE HO...,600000.0
4 Bed Villa with En Suite at Rosslyn Lone Tree,"Rosslyn Lone Tree, Rosslyn, Westlands",0,0,Bright & Charming 4-Bedroom Furnished Home with...,630000.0
3 Bed House with En Suite at Off Runda Dr,"1, Off Runda Dr, Runda, Westlands",0,0,Charming 3-Bedroom stand alone cottage for rent...,300000.0
5 Bed Townhouse with En Suite at Lavington,"Lavington, Lavington",0,0,Prestigious Fully Furnished Five Townhouse,400000.0
3 Bed House in Ngong,Ngong,0,0,3BR BUNGALOW TO LET IN NGONG,40000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Fully Furnished 5-Bedroom Townhouse for Rent –...,405000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Elegant four bedroom Townhouse,300000.0
5 Bed Townhouse with En Suite at Grevillea Groove,"Grevillea Groove, Brookside, Westlands",0,0,5 BEDROOM TOWN HOUSE TO LET IN WESTLANDS,275000.0
3 Bed Townhouse with Staff Quarters in Tigoni,"Tigoni, Limuru",0,0,3 bedroom  with sq to let in Tigoni,250000.0
5 Bed House with En Suite at Karen,Karen,0,0,Beautiful Five bedroom House,290000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,5-Bedroom Villa All En-Suite + DSQ for Rent – L...,280000.0
4 Bed House with En Suite at Garden Estate,"Garden Estate, Roysambu",0,0,Amazing four bedroom House,200000.0
4 Bed House with En Suite at Thigiri Ridge,"Thigiri Ridge, Thigiri, Westlands",0,0,Executive 4 bedroom bungalow with dsq and 1 acr...,520000.0
5 Bed House with En Suite at Kyuna Road,"Kyuna Road, Kyuna, Westlands",0,0,Excellent neat 5 bedroom house with 2 bedroom g...,520000.0
4 Bed House with En Suite in Kyuna,"Kyuna, Westlands",0,0,Kyuna located in a well secured exclusive neigh...,500000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",0,0,Weslands in a well secured gated community 4 be...,270000.0
4 Bed Townhouse with Staff Quarters in Lavington,Lavington,0,0,Lavington modern 4 bedrooms plus dsq all and fa...,330000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Beautiful Four bedroom Townhouse,260000.0
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,4 bedroom all en-suite townhouse is in a secure...,390000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Beautiful Four bedroom Townhouse,250000.0
5 Bed Villa with En Suite at Muigai Inn Side,"Muigai Inn Side, Kenyatta Road",0,0,Beautiful 5 bedrooms all en-suite villa availab...,60000.0
5 Bed Townhouse with En Suite at Mugumoini,"Mugumoini, Thome, Roysambu",0,0,5-Bedroom Family Home with Garden & Parking in...,150000.0
4 Bed Villa with En Suite at Ruiru,Ruiru,0,0,FOUR BEDROOM PLUS DSQ,110000.0
4 Bed House with En Suite at Karen,Karen,0,0,Newly Built Four bedroom House,550000.0
5 Bed House with En Suite at Karen,Karen,0,0,Prestigious Five bedroom House,430000.0
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",0,0,4bedroom townhouse to let in brookside,270000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 Bedroom Town house to let lavington,430000.0
4 Bed Villa with En Suite at Runda,"0319N, Runda, Runda, Westlands",0,0,4-bedroom villa in runda,350000.0
5 Bed Townhouse with Staff Quarters in Lavington,Lavington,0,0,Exquisite 5 - Bedroom Townhouse For Rent,500000.0
4 Bed House with En Suite at Thigiri,"Thigiri, Westlands",0,0,Charming 4 bedroom bungalow plus detached 1 bed...,500000.0
4 Bed House with En Suite at Karen,Karen,0,0,Elegant 4-Bedroom Bungalow in Karen – For Rent...,400000.0
3 Bed House with En Suite at Adams Arcade,"1, Adams Arcade, Ngong Road",0,0,spacious 3 bedroom bungalow for rent .,110000.0
5 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",0,0,5bedroom home to let Nyari Westlands,550000.0
4 Bed Villa with En Suite in Karen,Karen,0,0,Luxury 4-Bedroom Home in Karen – Miotoni Road,350000.0
4 Bed House with En Suite at Runda,"Runda, Westlands",0,0,A 4 bedrooms bungalow with 2 SQs for rent,290000.0
5 Bed Townhouse with En Suite at Edenville,"Phase 2, Edenville, Kiambu Road",0,0,5Bedrooms plus Sq Townhouse For Rent 🔛,180000.0
2 Bed Villa with En Suite in Bamburi,Bamburi,0,0,2-Bedroom Bamburi Beach Furnished Villa for ren...,150000.0
4 Bed Villa with En Suite in Runda,"Runda, Westlands",0,0,"4 Bedroom villa for Rent in Runda 350,000 Kes/...",350000.0
4 Bed House with En Suite in Karen,Karen,0,0,Newly built 4 bedroom family home  + Dsq for re...,550000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Exquisite newly built 5 Bedroom all en-suite +...,400000.0
5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",0,0,stunning 5-bedroom all en-suite townhouse with...,550000.0
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,luxurious 5-bedroom smart home,647000.0
3 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,Luxurious 3 Bedroom Townhouse To Let Off Kiambu...,220000.0
4 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",0,0,Furnished 4 Bedroom  Townhouse for Rent in Ross...,647500.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,Luxurious 4 Bedroom Townhouse To Let Off Kiambu...,350000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5-Bedroom House For Rent in Runda With A Swimmi...,300000.0
8 Bed House with En Suite at Ridgeways,Ridgeways,0,0,7bedroom +Dsq,400000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,Magnificent and Luxurious 4 Bedrooms Townhouse...,520000.0
5 Bed Villa with Staff Quarters at Thome,"Thome, Roysambu",0,0,4bedroom villas +Dsq,160000.0
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,0,0,AN EXECUTIVE 5BEDOOM TOWN HOUSE FOR RENT IN KIL...,300000.0
4 Bed Townhouse with En Suite in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 4bdrm townhouse to let in runda.,350000.0
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,4-bedroom bungalow garden cottage to let in Spr...,250000.0
4 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 4bdrm family house to let in runda.,500000.0
4 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 4bdrm family house to let in runda.,350000.0
4 Bed Townhouse in Rosslyn,"Rosslyn, Westlands",0,0,Luxury 4 Bedrooms Duplex For Rent In Two Rivers...,300000.0
4 Bed Townhouse with En Suite in Karen Hardy,Karen Hardy,0,0,Modern new family home,530000.0
5 Bed Villa with En Suite at Westland,"Westland, Rhapta Road, Westlands",0,0,5-Bedroom Villa with SQ & 2 Offices – Raphta Ro...,200000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,✨ EXTRAORDINARY 5-BEDROOM LUXURY VILLA IN RUND...,750000.0
4 Bed House with En Suite at Karen,"01, Karen, Karen",0,0,Executive 4 Bedroom House All Bedroom En-suite...,400000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,Luxurious 5 Bedroom All Ensuite Villa for Rent...,645000.0
5 Bed House with En Suite at Runda,"Runda, Westlands",0,0,🌟 Exclusive Luxury 5-Bedroom Villa for Rent in...,1200000.0
5 Bed House with En Suite in Thigiri,"Thigiri, Westlands",0,0,A nicely done 5 Bedrooms House,520000.0
3 Bed Townhouse with En Suite in Kilimani,Kilimani,0,0,3-Bedroom Maisonette plus DSQ to let in Kiliman...,120000.0
2 Bed House with Garden in Ridgeways,Ridgeways,0,0,Furnished 2-Bedroom cottage to let in Ridgeways...,85000.0
1 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Executive 1 Bedroom furnished Apartment,1200.0
3 Bed Villa with En Suite in Kilimani,Kilimani,0,0,"3-BEDROOM MAISONETTE TO LET IN KILIMANI, Kes 16...",160000.0
5 Bed House with En Suite at Runda,"Runda, Westlands",0,0,Elegantly done 5 Bedrooms House,500000.0
5 Bed Villa with En Suite at James Gichuru Rd,"James Gichuru Rd, Lavington",0,0,5 Bedrooms plus 2 DSQs For Rent in Lavington Ks...,400000.0
3 Bed House with En Suite in Kitengela,Kitengela,0,0,"3Bedroom, two ensuite bungalow for rent",50000.0
4 Bed Townhouse with En Suite at Westlands,"0318N, Westlands, Westlands Area, Westlands",0,0,4-bedroom townhouse in westlands,270000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedroom stand alone house,350000.0
5 Bed House with En Suite at Parklands,"Parklands, Westlands",0,0,5 bedroom standalone commercial property for re...,250000.0
4 Bed Townhouse with En Suite at Convert Drive,"Convert Drive, Lavington",0,0,Excellent 4 bedroom townhouse all ensuite with...,300000.0
4 Bed Townhouse with En Suite at Karen,"Karen, Karen",0,0,Prestigious Four bedroom townhouse,350000.0
5 Bed Villa with En Suite in Karen,Karen,0,0,LUXURIOUS FOUR BEDROOM VILAS IN A GATED COMMUNI...,500000.0
3 Bed House in Ngong,Ngong,0,0,3bdr ngong,40000.0
2 Bed House with En Suite at Karen,"Karen, Karen Hardy",0,0,Amazing Two bedroom cottage,120000.0
3 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,Charming 3-Bedroom Home to Let  in Spring Valle...,180000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Charming 4-Bedroom Standalone House for Rent –...,290000.0
4 Bed Townhouse with En Suite at Two Rivers,"Two Rivers, Runda, Westlands",0,0,Impressive 4 Bdr  All En-suit Duplex Homes For...,350000.0
4 Bed House with En Suite at Karen,"Karen, Karen",0,0,Lovely Four bedroom townhouse,250000.0
5 Bed House with En Suite at Old Kitisuru,"Old Kitisuru, Kitisuru, Westlands",0,0,Experience Ultimate Luxury Living in Kitisuru –...,500000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Elegant Four-Bedroom House for Rent in Runda –...,350000.0
4 Bed House with En Suite at Karen,"01, Karen, Karen",0,0,Exquisite 4-Bedroom Bungalow Home with Office i...,350000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Beautiful four-bedroom house for rent in the se...,450000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Newly Renovated 5 Bedroom All Ensuite Townhouse...,400000.0
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Stunning 5 bedroom home on half an Acre for sal...,1000000.0
5 Bed House with En Suite in Lavington,Lavington,0,0,Stunning 5 Bedroom Ensuite House for Rent in La...,350000.0
5 Bed Townhouse with En Suite at Convent Drive,"89, Convent Drive, Lavington",0,0,5 bedroom Townhouse to Rent in Lavington,300000.0
5 Bed Townhouse with En Suite at Muthangari Garden,"66, Muthangari Garden, Lavington",0,0,4 Bedroom Townhouse to Rent in Lavington,250000.0
6 Bed Townhouse with En Suite at Convent Drive,"25, Convent Drive, Lavington",0,0,"Located in a prime neighborhood, close to schoo...",330000.0
4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",0,0,Outstanding 4 bedrooms townhouse plus study and...,330000.0
5 Bed Townhouse with En Suite at Apple Cross,"66, Apple Cross, Lavington",0,0,5  Bedrooms: Ample space for families and guest...,350000.0
6 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",0,0,Outstanding 6 bedrooms townhouse plus family rm...,340000.0
4 Bed House with En Suite in Lavington,"Lavington Nairobi, Lavington",0,0,A 4bdrm family house to let in lavington.,250000.0
2 Bed House with En Suite at Lavington,"51 Lavington, Lavington",0,0,Lavington 2 bedroom cottage to let,110000.0
4 Bed Townhouse with En Suite in Ridgeways,Ridgeways,0,0,AN EXECUTIVE 4BEDROOM TOWN HOUSE FOR RENT IN RI...,300000.0
5 Bed House with En Suite at Rivrside,"7 Riverside, Rivrside, Riverside, Westlands",0,0,Riverside 5 bedroom house to let,270000.0
4 Bed Townhouse with En Suite at Lavington,"1, Lavington, Lavington",0,0,Elegant 4-Bedroom All-Ensuite Villas for Rent i...,300000.0
3 Bed House with Staff Quarters at Kabarak Area,"Kabarak Area, Nakuru",0,0,3 Bed Country Home with City Vibe,95000.0
4 Bed House with En Suite at Runda,"Runda, Westlands",0,0,🌟 Exquisite 4 Bedroom Family Home in the Heart...,580000.0
5 Bed Townhouse with En Suite at Karen,Karen,0,0,4 bedroom plus DSQ,350000.0
3 Bed House with En Suite at Karen,Karen,0,0,Rustic Three bedroom cottage,350000.0
7 Bed House with En Suite at Kileleshwa,Kileleshwa,0,0,Rustic 7-Bedroom Standalone Home for Rent in Ki...,300000.0
2 Bed House with En Suite in Karen,Karen,0,0,🌟 Nascent Properties Presents: Luxurious 2-Bed...,170000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,0,0,4 BEDROOM TOWNHOUSE FOR RENT + SQ,160000.0
6 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,ULTIMATE LUXURY! KITISURU 6 BEDROOM VILLA IN A...,500000.0
2 Bed House with En Suite in Karen,Karen,0,0,karen outstanding 2 bed bungalow in a gated com...,120000.0
5 Bed House with En Suite at Old Kitisuru,"Old Kitisuru, Kitisuru, Westlands",0,0,Unrivaled 5-Bedroom Villa for Rent in Kitisuru...,540000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,🌟 EXPERIENCE THE PINNACLE OF PRESTIGE AND OPUL...,400000.0
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,🌟 Exquisite 4-Bedroom All-Ensuite House for Re...,510000.0
5 Bed House with En Suite at Nyari,"Nyari, Nyari, Westlands",0,0,Perfect Place to Call Home! Beautiful Nyari Fiv...,650000.0
1 Bed House with Backup Generator in Nyari,"Nyari, Westlands",0,0,1 bedroom furnished Houset in Nyari,120000.0
3 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Charming Three-Bedroom Cottage in Runda,413000.0
4 Bed Villa with En Suite at Riabai Road,"Riabai Road, Kiambu Road",0,0,Nestled In a Gated Community off Kiambu Road 4...,250000.0
4 Bed Villa with En Suite at Kitisuru,"Kitisuru, Kitisuru, Westlands",0,0,Kitusuru Within A Quiet And Serene Gated Commun...,510000.0
3 Bed House with En Suite at Spring Valley,"Spring Valley, Spring Valley, Westlands",0,0,"Charming Bungalow In Spring Valley, Westlands",250000.0
5 Bed Villa with En Suite at Karen Rd,"Karen Rd, Karen",0,0,Luxury Home for Sale & Rent in Exclusive Karen...,650000.0
4 Bed Townhouse with Staff Quarters in Kitisuru,"Kitisuru, Westlands",0,0,Old kitisuru a luxurious  4 Bedroom townhouse v...,500000.0
4 Bed House with En Suite in Karen,Karen,0,0,Lovely four bedroom to let in Karen.,350000.0
4 Bed House with En Suite in Lavington,Lavington,0,0,4 Bedrooms Villa in a gated community to let in...,350000.0
3 Bed House with En Suite at Karen,Karen,0,0,3 bedroom plus dsq cottage to let in Karen at k...,120000.0
4 Bed Townhouse with En Suite at Karen,Karen,0,0,4 bedroom plus DSQ,450000.0
4 Bed Townhouse with En Suite at Karen,Karen,0,0,4 bedroom plus DSQ,450000.0
3 Bed Townhouse with Garden in Westlands Area,"Westlands Area, Westlands",0,0,Charming 3-Bed Townhouse with Private Garden Fo...,200000.0
2 Bed House with En Suite at Ridgeways,Ridgeways,0,0,"2br Furnished Cottage, Ridgeways",100000.0
2 Bed House with En Suite in Karen,Karen,0,0,Fully Furnished 2-Bedroom Home for Rent Karen,260000.0
4 Bed House with En Suite in Ridgeways,Ridgeways,0,0,Charming & Exquisite Four-Bedroom House for Ren...,400000.0
3 Bed House with Staff Quarters at Loresho,"Loresho, Westlands",0,0,"3br Bungalow, Loresho",170000.0
5 Bed House with En Suite at Mountain View,"Mountain View, Mountain View, Westlands",0,0,Beautiful Five bedroom House,130000.0
5 Bed Townhouse with En Suite in Karen,Karen,0,0,5 Bedroom fully furnished to let in karen,700000.0
4 Bed House with En Suite at Loresho,"Loresho, Loresho, Westlands",0,0,Elegant Four bedroom house,250000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Elegant Four bedroom Townhouse,320000.0
4 Bed House with En Suite at Karen,"01, Karen",0,0,Executive 4 Bedroom House All Bedroom En-suite...,400000.0
4 Bed House with En Suite at Karen,"Karen, Karen",0,0,Beautiful Four bedroom House,350000.0
5 Bed House with En Suite at Loresho,"01, Loresho, Westlands",0,0,Experience Unmatched Luxury: Newly Built 6-Bedr...,550000.0
5 Bed House with En Suite in Lavington,Lavington,0,0,Spacious and Elegant Five-Bedroom House for Ren...,250000.0
4 Bed Villa with En Suite at Kitisuru,"Kitisuru, Westlands",0,0,4 Bedroom with DSQ to Let at Kitisuru Nairobi,340000.0
4 Bed House with En Suite at Tigoni,"Tigoni, Limuru",0,0,"4br House, Tigoni",220000.0
5 Bed House with Swimming Pool at Ridgeways,"Ridgeways, Garden Estate, Roysambu",0,0,"5br House, Ridgeways",450000.0
3 Bed House with En Suite at Kiambu Road,"Kiambu Road, Kiambu Road",0,0,Excellent fully furnished 3 bedroom townhouse a...,250000.0
4 Bed House with En Suite at Links Road,"Links Road, Nyali Area, Nyali",0,0,4 Bedroom Residential Maisonette To Rent in Nya...,150000.0
4 Bed Townhouse with Staff Quarters in Runda,"Runda, Westlands",0,0,A 4brm house to let in Runda,250000.0
4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",0,0,Stunning secure 4 bedrooms townhouse plus dsq a...,250000.0
4 Bed House with En Suite in Loresho,"Loresho, Westlands",0,0,Charming 4 Bedroom Cottage To Let in Loresho Cr...,250000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,A Beautiful 4 Bedroom House To Let in Runda,300000.0
5 Bed Townhouse with Staff Quarters in Runda,"Runda, Westlands",0,0,5 bedroom townhouse to let,540000.0
5 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",0,0,5 bedroom  with sq to let,500000.0
5 Bed House with En Suite at Mimosa,"Mimosa, Runda, Westlands",0,0,Rent a Piece of Paradise – 5BR Villa with Pool...,300000.0
3 Bed Villa with En Suite at Off Lower Kabete Rd,"1, Off Lower Kabete Rd, Lower Kabete, Westlands",0,0,Luxurious 3 Bedroom villa for rent on Lower kab...,4000.0
5 Bed House with En Suite at New Muthaiga,"New Muthaiga, Thigiri, Westlands",0,0,🌟 The Ultimate in Luxury Living – 5-Bedroom St...,500000.0
3 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",0,0,🌟 Your Exclusive 3-Bedroom Guest Wing Awaits i...,190000.0
4 Bed House with En Suite at Off Thigiri Ridge,"4, Off Thigiri Ridge, Thigiri, Westlands",0,0,Rustic 4 Bedroom stand alone cottage for rent i...,4000.0
4 Bed Townhouse with En Suite at Off Peponi Rd,"4, Off Peponi Rd, Kitisuru, Westlands",0,0,Elegantly designed 4 Bedroom villa for rent in...,330000.0
5 Bed House with En Suite at Off Benin Dr,"2, Off Benin Dr, Runda, Westlands",0,0,A Delightful 5 Bedroom double storied house for...,250000.0
3 Bed Townhouse with En Suite at Off Glory Rd,"2, Off Glory Rd, Runda, Westlands",0,0,Elegantly designed 3 Bedroom cottage for rent i...,200000.0
4 Bed House with En Suite at Off Ruaka Rd,"2, Off Ruaka Rd, Runda, Westlands",0,0,Charming 4 Bedroom double storied house for ren...,380000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 bedroom all en-suite to let Lavington,520000.0
5 Bed Townhouse with En Suite in Karen,Karen,0,0,5 Bedroom luxury homes to let Karen,780000.0
4 Bed Villa with En Suite in Karen,Karen,0,0,4 Bedroom villa to let,400000.0
4 Bed Townhouse with En Suite in Karen,Karen,0,0,Newly built 4 bedroom plus dsq family home to l...,550000.0
4 Bed House with En Suite at Runda,"Runda, Westlands",0,0,🌟 EXCEPTIONAL COTTAGE FOR RENT IN RUNDA – THE...,300000.0
4 Bed House with En Suite at Old Muthaiga,"Old Muthaiga, Muthaiga",0,0,🌿 EXCEPTIONAL 4-BEDROOM COTTAGE WITH GUEST WIN...,570000.0
3 Bed Villa with En Suite in Kilimani,Kilimani,0,0,"3-Bedroom Maisonette plus DSQ to let in Kilima,...",120000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,4 Bedroom Townhouse To Let Off Kiambu Road,250000.0
3 Bed Townhouse with Staff Quarters in Kilimani,Kilimani,0,0,🏡 3-Bedroom Maisonette plus DSQ to let in Kili...,120000.0
4 Bed Townhouse with En Suite in Kileleshwa,"0314N, Kileleshwa",0,0,4-bedroom townhouse in kileleshwa,380000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,"SPACIOUS 4-BEDROOM VILLA WITH POOL,GYM AND CLUB...",280000.0
4 Bed Villa with En Suite in Runda,"Runda, Westlands",0,0,"LUXURY 4 BEDROOM VILLA WITH POOL ,GYM,AND MODER...",421000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,SPACIOUS 4-BEDROOM HOME WITH GUEST HOUSE AND MO...,350000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,STUNNING 5-BEDROOM AMBASSADORAIL HOUSE IN RUNDA...,550000.0
4 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",0,0,STUNNING 4-BEDROOM TOWNHOUSE IN ROSSLYN WITH PR...,380000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,EXQUISITE 5 BEDROOM AMBASSADORIAL HOME WITH GAR...,585000.0
4 Bed House with En Suite in Parklands,"Parklands, Westlands",0,0,LUXURIOUS 4 -BEDROOM DUPLEX PENTHOUSE FOR RENT...,300000.0
